contig	cov_mean_sample_C13.sorted	cov_mean_sample_C1.sorted	cov_mean_sample_C27.sorted	cov_mean_sample_C32.sorted	cov_mean_sample_C45.sorted	cov_mean_sample_C51.sorted
k141_28369.concoct_part_0	0.000	0.000	0.000	1.504	0.000	0.000
k141_43639.concoct_part_0	2.050	0.000	0.000	0.464	0.000	0.000
k141_41459.concoct_part_0	0.000	0.000	0.000	0.000	2.595	0.193
k141_37088.concoct_part_0	3.284	0.074	0.000	0.000	0.043	0.000
k141_13107.concoct_part_0	0.000	1.602	0.000	0.000	0.000	0.000
k141_15278.concoct_part_0	0.000	0.000	3.135	0.000	0.000	0.000
k141_43640.concoct_part_0	0.000	0.000	0.971	0.000	0.379	0.447
k141_2191.concoct_part_0	0.000	1.342	0.000	0.000	0.000	1.579
k141_45815.concoct_part_0	0.000	0.000	1.774	0.000	0.000	0.000
k141_30555.concoct_part_0	0.897	2.464	0.000	0.000	0.000	0.000
k141_4374.concoct_part_0	0.000	0.000	0.000	0.000	1.824	0.000
k141_21828.concoct_part_0	0.000	0.349	0.000	0.000	1.836	0.000
k141_43641.concoct_part_0	0.000	0.000	2.570	0.000	0.000	0.000
k141_37089.concoct_part_0	1.207	0.000	0.000	0.000	0.137	0.000
k141_13108.concoct_part_0	0.000	0.397	0.000	0.792	0.397	0.855
k141_27.concoct_part_0	0.000	0.000	2.691	0.000	0.000	0.000
k141_15279.concoct_part_0	0.000	0.809	0.000	0.000	0.814	0.000
k141_47990.concoct_part_0	0.227	1.058	0.000	0.000	0.687	0.000
k141_10923.concoct_part_0	0.000	0.000	1.763	0.000	0.000	0.272
k141_21829.concoct_part_0	1.704	0.421	0.000	0.232	0.000	0.000
k141_32731.concoct_part_0	0.198	0.356	3.632	0.000	0.296	0.189
k141_50177.concoct_part_0	0.498	2.006	0.000	0.000	1.091	0.710
k141_37090.concoct_part_0	1.589	0.000	0.000	0.000	0.000	0.000
k141_41460.concoct_part_0	1.952	0.000	0.000	0.000	0.000	0.163
k141_45816.concoct_part_0	0.000	0.184	2.186	0.000	0.000	0.000
k141_30557.concoct_part_0	0.000	2.012	0.000	0.000	0.000	0.000
k141_39266.concoct_part_0	4.224	0.000	0.000	0.565	0.000	0.191
k141_6567.concoct_part_0	0.000	0.000	0.000	0.000	3.014	0.000
k141_13109.concoct_part_0	0.000	0.000	0.000	3.199	0.000	0.000
k141_21830.concoct_part_0	0.000	0.000	0.000	0.000	1.906	0.459
k141_8734.concoct_part_0	0.000	0.456	1.403	0.000	0.000	0.440
k141_10924.concoct_part_0	0.000	0.000	0.000	0.000	1.648	0.000
k141_28.concoct_part_0	0.000	1.945	0.000	0.000	0.323	0.000
k141_45817.concoct_part_0	0.000	0.000	0.000	0.000	0.707	0.737
k141_41461.concoct_part_0	0.000	0.000	1.000	0.000	0.000	0.000
k141_4375.concoct_part_0	0.789	0.903	0.000	0.000	0.440	0.000
k141_15280.concoct_part_0	0.000	0.161	0.000	0.000	2.368	0.000
k141_32732.concoct_part_0	1.243	0.785	0.000	0.000	0.000	0.000
k141_43642.concoct_part_0	0.000	0.000	0.000	2.776	0.000	0.000
k141_34912.concoct_part_0	3.283	0.000	0.000	0.000	0.204	0.000
k141_50178.concoct_part_0	0.000	0.000	1.837	0.000	0.000	0.000
k141_6568.concoct_part_0	0.000	0.000	0.000	0.000	4.128	0.000
k141_10925.concoct_part_0	1.442	0.000	0.000	0.000	0.000	0.000
k141_28370.concoct_part_0	0.000	0.000	0.000	0.000	0.000	4.527
k141_45818.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.710
k141_29.concoct_part_0	0.000	2.309	0.000	0.000	0.000	0.000
k141_17454.concoct_part_0	0.000	0.000	1.892	0.226	0.094	0.074
k141_43643.concoct_part_0	0.000	1.948	0.000	0.000	0.000	0.000
k141_2192.concoct_part_0	0.000	0.000	0.000	1.753	0.000	0.000
k141_13110.concoct_part_0	0.000	3.325	0.000	0.000	0.050	0.258
k141_15281.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.341
k141_4376.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.923
k141_28371.concoct_part_0	0.000	0.000	2.163	0.000	0.000	0.000
k141_8735.concoct_part_0	0.792	0.605	0.000	0.000	1.273	0.000
k141_30.concoct_part_0	0.000	0.000	1.827	0.000	0.000	0.000
k141_39267.concoct_part_0	1.808	0.278	0.000	1.186	0.893	0.000
k141_32733.concoct_part_0	2.597	0.000	0.000	0.000	0.000	0.000
k141_17455.concoct_part_0	0.000	0.000	0.000	0.000	0.660	0.417
k141_50179.concoct_part_0	2.146	0.804	0.000	0.000	0.000	0.000
k141_45819.concoct_part_0	0.000	0.000	3.505	0.000	0.000	0.000
k141_43644.concoct_part_0	0.000	0.000	2.082	0.188	0.000	0.000
k141_47991.concoct_part_0	0.000	0.000	2.019	0.000	0.000	0.000
k141_32734.concoct_part_0	0.000	0.000	0.000	2.527	0.000	0.486
k141_6569.concoct_part_0	1.801	0.337	0.000	0.000	0.099	0.000
k141_2193.concoct_part_0	0.000	0.000	0.000	0.000	0.000	0.539
k141_31.concoct_part_0	0.388	0.951	0.000	0.000	0.591	0.000
k141_28372.concoct_part_0	0.000	0.000	0.938	0.000	0.997	0.000
k141_26183.concoct_part_0	0.000	0.000	0.000	3.621	0.000	0.097
k141_13111.concoct_part_0	0.000	0.000	0.000	0.000	0.477	1.438
k141_4377.concoct_part_0	0.000	1.860	0.000	0.000	0.246	0.000
k141_43645.concoct_part_0	0.000	0.000	1.652	0.000	0.000	0.000
k141_32.concoct_part_0	0.000	0.000	0.000	1.508	0.000	0.000
k141_10926.concoct_part_0	0.493	0.164	0.000	0.000	1.197	0.000
k141_45820.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.857
k141_32735.concoct_part_0	0.000	0.000	0.000	0.000	2.143	0.000
k141_41462.concoct_part_0	0.210	0.682	0.000	1.450	0.182	0.461
k141_43646.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.289
k141_17456.concoct_part_0	1.042	0.097	0.000	1.035	0.000	0.000
k141_19641.concoct_part_0	2.856	0.000	0.000	0.095	0.000	0.000
k141_37091.concoct_part_0	3.541	0.403	0.000	0.778	0.000	0.248
k141_50180.concoct_part_0	0.000	0.000	0.000	0.000	2.212	0.000
k141_41463.concoct_part_0	0.000	2.068	0.000	0.000	0.000	0.000
k141_45821.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.507
k141_43647.concoct_part_0	0.000	0.000	0.000	0.000	2.244	0.000
k141_33.concoct_part_0	0.000	0.870	0.000	0.000	1.490	0.000
k141_19642.concoct_part_0	0.000	1.860	0.000	0.000	0.000	0.910
k141_13112.concoct_part_0	0.000	1.174	0.000	0.000	0.387	1.064
k141_37092.concoct_part_0	4.821	0.000	0.000	0.000	0.000	0.000
k141_47992.concoct_part_0	0.000	0.000	2.491	0.098	0.000	0.000
k141_30558.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.467
k141_43648.concoct_part_0	0.000	0.000	0.000	0.000	3.078	0.000
k141_2194.concoct_part_0	0.802	0.000	0.000	0.665	0.000	0.000
k141_4378.concoct_part_0	0.000	0.000	0.000	3.649	0.000	0.000
k141_34.concoct_part_0	1.598	0.000	0.000	0.000	0.000	0.000
k141_26184.concoct_part_0	1.365	0.000	0.000	0.442	0.000	0.000
k141_45822.concoct_part_0	1.996	0.490	0.000	0.000	0.000	0.156
k141_6570.concoct_part_0	1.483	0.669	0.000	1.346	0.000	0.277
k141_17457.concoct_part_0	0.000	0.000	0.000	0.000	2.792	0.000
k141_24004.concoct_part_0	0.105	0.118	4.244	0.023	0.588	0.051
k141_41464.concoct_part_0	0.752	2.543	0.000	0.000	1.112	0.406
k141_32736.concoct_part_0	2.338	0.000	0.000	1.194	0.000	0.000
k141_10927.concoct_part_0	0.000	0.000	3.281	0.000	0.000	0.000
k141_43649.concoct_part_0	0.000	0.000	0.263	0.000	2.224	0.000
k141_37093.concoct_part_0	0.075	2.946	0.000	0.000	0.000	0.262
k141_28373.concoct_part_0	0.000	0.000	0.000	3.149	0.000	0.000
k141_6571.concoct_part_0	0.000	0.719	0.000	0.000	0.719	1.295
k141_4379.concoct_part_0	0.000	0.000	0.000	2.494	0.000	0.000
k141_26185.concoct_part_0	1.765	0.000	0.000	0.000	0.201	0.000
k141_19643.concoct_part_0	0.000	0.891	0.000	0.000	0.000	0.989
k141_35.concoct_part_0	1.375	0.832	0.000	0.000	0.000	0.083
k141_43650.concoct_part_0	0.000	1.503	0.000	0.000	0.452	0.000
k141_13113.concoct_part_0	2.279	0.368	0.063	0.000	0.000	0.000
k141_37094.concoct_part_0	0.000	0.000	2.325	0.000	0.000	0.000
k141_2195.concoct_part_0	0.000	0.000	0.719	1.236	0.000	0.293
k141_17458.concoct_part_0	0.000	0.000	2.305	0.328	0.000	0.000
k141_32737.concoct_part_0	0.000	0.000	1.378	0.471	0.000	0.000
k141_50181.concoct_part_0	2.992	0.443	0.000	0.131	0.000	0.000
k141_19644.concoct_part_0	0.881	0.000	0.000	0.000	0.494	0.784
k141_13114.concoct_part_0	0.000	0.000	2.946	0.000	0.000	0.000
k141_15282.concoct_part_0	0.499	1.354	0.000	0.000	1.386	0.317
k141_26186.concoct_part_0	2.130	0.000	0.000	0.000	0.000	0.213
k141_32738.concoct_part_0	0.000	1.746	0.000	0.000	0.000	0.000
k141_4380.concoct_part_0	0.602	0.000	0.000	0.000	0.967	0.000
k141_36.concoct_part_0	0.000	0.000	0.000	0.000	0.000	5.584
k141_34913.concoct_part_0	0.000	0.000	0.000	0.000	5.097	0.000
k141_2196.concoct_part_0	0.000	0.000	0.000	1.878	0.000	0.000
k141_24005.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.244
k141_4381.concoct_part_0	0.000	1.980	0.000	0.000	0.744	0.000
k141_47993.concoct_part_0	0.483	2.645	0.000	0.171	0.000	0.000
k141_50182.concoct_part_0	4.228	0.486	0.000	0.354	0.000	0.000
k141_37.concoct_part_0	0.000	0.000	1.833	0.000	0.939	0.000
k141_45823.concoct_part_0	0.000	0.000	2.441	0.000	0.000	0.000
k141_37095.concoct_part_0	0.000	2.378	0.000	0.000	0.000	0.000
k141_43651.concoct_part_0	0.000	0.000	2.812	0.000	0.997	0.000
k141_39268.concoct_part_0	0.000	0.000	3.433	0.000	0.000	0.000
k141_13115.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.028
k141_15283.concoct_part_0	0.000	0.000	1.750	0.000	0.000	0.000
k141_32739.concoct_part_0	1.587	0.728	0.000	0.645	0.000	0.633
k141_38.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.465
k141_47994.concoct_part_0	0.000	0.000	0.000	0.000	1.796	0.000
k141_4382.concoct_part_0	0.000	0.000	1.624	0.000	0.000	0.000
k141_2197.concoct_part_0	0.000	0.000	0.000	0.000	2.974	0.000
k141_43652.concoct_part_0	0.000	2.259	0.000	0.000	0.000	0.000
k141_26187.concoct_part_0	0.000	0.000	0.000	1.745	0.000	0.000
k141_10929.concoct_part_0	0.000	0.000	2.429	0.000	0.000	0.000
k141_8736.concoct_part_0	0.000	0.000	0.000	0.000	0.000	6.209
k141_50183.concoct_part_0	0.000	1.090	0.000	0.000	0.801	1.090
k141_41465.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.675
k141_43653.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.471
k141_34914.concoct_part_0	0.000	0.000	0.000	1.576	0.284	0.000
k141_39.concoct_part_0	0.000	0.000	2.704	0.708	0.000	0.000
k141_45824.concoct_part_0	3.238	0.000	0.000	0.000	0.000	0.000
k141_15284.concoct_part_0	0.000	0.000	1.901	0.000	0.000	0.490
k141_13116.concoct_part_0	0.000	0.000	2.257	0.000	0.000	0.000
k141_39269.concoct_part_0	1.104	0.000	0.000	0.000	0.000	0.000
k141_2198.concoct_part_0	0.000	0.000	1.964	0.000	0.000	0.000
k141_47995.concoct_part_0	0.000	0.000	1.932	0.747	0.000	0.000
k141_24006.concoct_part_0	0.000	0.000	1.469	0.343	0.209	0.000
k141_37096.concoct_part_0	0.000	0.113	0.000	0.000	4.561	0.000
k141_45825.concoct_part_0	0.000	0.000	2.380	0.000	0.000	0.000
k141_13117.concoct_part_0	1.110	0.534	0.000	0.000	0.000	0.000
k141_19645.concoct_part_0	0.000	0.000	0.000	3.143	0.000	0.000
k141_15285.concoct_part_0	1.632	0.000	0.000	0.000	0.000	0.000
k141_43655.concoct_part_0	0.000	0.000	2.477	0.000	0.000	0.000
k141_24007.concoct_part_0	1.590	0.864	0.000	0.000	0.000	0.000
k141_4383.concoct_part_0	0.000	1.813	0.000	0.000	0.839	0.801
k141_26188.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.293
k141_10930.concoct_part_0	2.439	0.827	0.000	0.077	0.000	0.000
k141_8737.concoct_part_0	0.319	2.804	0.000	0.000	0.151	0.000
k141_40.concoct_part_0	0.000	0.590	0.000	0.000	2.701	0.000
k141_21831.concoct_part_0	0.207	0.194	2.627	0.000	0.378	0.000
k141_15286.concoct_part_0	0.000	0.000	1.364	0.000	0.000	0.000
k141_43656.concoct_part_0	0.000	0.000	3.122	0.000	0.000	0.000
k141_41466.concoct_part_0	2.823	0.121	0.000	0.478	0.000	0.147
k141_4384.concoct_part_0	0.000	0.000	1.828	0.498	0.000	0.000
k141_6572.concoct_part_0	0.672	2.483	0.000	0.000	0.675	0.744
k141_45826.concoct_part_0	0.000	0.000	1.610	0.000	0.647	0.000
k141_41.concoct_part_0	0.000	0.239	0.000	0.000	1.485	0.000
k141_39270.concoct_part_0	0.000	0.000	2.120	0.000	0.000	0.000
k141_13119.concoct_part_0	0.000	0.000	1.874	0.000	0.000	0.000
k141_4385.concoct_part_0	0.000	0.000	0.000	1.805	0.000	0.000
k141_43657.concoct_part_0	0.000	0.000	0.000	1.709	0.000	0.000
k141_41467.concoct_part_0	0.000	0.000	0.000	1.482	0.000	0.000
k141_15287.concoct_part_0	0.000	0.000	1.841	0.000	0.000	0.000
k141_28374.concoct_part_0	0.230	0.108	4.102	0.000	0.000	0.000
k141_13120.concoct_part_0	0.000	0.653	0.000	0.000	0.801	0.801
k141_30559.concoct_part_0	0.000	0.000	0.000	3.920	0.000	0.204
k141_50184.concoct_part_0	0.000	0.000	3.149	0.221	0.448	0.143
k141_19646.concoct_part_0	2.850	0.000	0.000	0.343	0.000	0.000
k141_21832.concoct_part_0	0.000	0.000	0.000	0.000	2.211	0.000
k141_45827.concoct_part_0	0.402	0.000	1.813	0.000	0.000	0.000
k141_42.concoct_part_0	0.000	0.000	1.749	0.000	0.000	0.000
k141_28375.concoct_part_0	0.344	1.460	0.000	0.000	0.169	0.844
k141_13121.concoct_part_0	1.571	0.176	0.000	2.034	0.000	0.000
k141_15288.concoct_part_0	0.000	0.000	1.773	0.000	0.000	0.000
k141_8738.concoct_part_0	0.000	0.000	2.793	0.000	0.000	0.000
k141_26189.concoct_part_0	0.000	0.000	2.299	0.461	0.224	0.000
k141_37097.concoct_part_0	0.000	0.000	0.000	3.156	0.000	0.000
k141_50185.concoct_part_0	0.657	0.178	0.000	1.117	0.000	0.000
k141_43.concoct_part_0	0.000	0.000	0.000	2.395	0.000	0.000
k141_30560.concoct_part_0	0.000	0.000	1.000	0.000	0.000	0.000
k141_28376.concoct_part_0	0.161	0.368	0.000	0.506	2.342	0.000
k141_19647.concoct_part_0	0.792	0.492	0.000	0.000	0.000	0.984
k141_15289.concoct_part_0	0.000	0.000	0.000	0.000	0.000	0.000
k141_10931.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.795
k141_50186.concoct_part_0	0.000	0.000	1.000	0.000	0.000	0.000
k141_13122.concoct_part_0	0.000	1.667	0.000	0.000	0.556	0.000
k141_8739.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.978
k141_6573.concoct_part_0	0.000	0.000	0.000	4.050	0.000	0.000
k141_2199.concoct_part_0	3.841	0.257	0.000	0.000	0.000	0.000
k141_28377.concoct_part_0	0.000	0.000	0.000	3.469	0.000	0.000
k141_45828.concoct_part_0	0.000	0.000	1.204	0.456	0.000	0.000
k141_44.concoct_part_0	0.000	0.000	0.000	3.440	0.000	0.294
k141_15290.concoct_part_0	0.000	0.282	0.000	1.419	0.000	0.858
k141_41468.concoct_part_0	0.000	0.000	0.000	0.000	2.774	0.000
k141_43658.concoct_part_0	1.188	0.073	0.000	0.895	0.069	0.000
k141_39271.concoct_part_0	0.000	0.000	2.132	0.000	0.000	0.000
k141_13123.concoct_part_0	1.697	0.000	0.000	0.000	0.000	0.000
k141_8740.concoct_part_0	0.000	0.000	2.533	0.000	0.000	0.000
k141_19648.concoct_part_0	0.000	1.663	0.000	0.000	0.000	0.000
k141_28378.concoct_part_0	1.035	0.000	0.000	1.205	0.000	0.000
k141_45829.concoct_part_0	0.000	0.000	0.000	0.000	1.387	0.423
k141_24008.concoct_part_0	0.270	0.000	2.224	0.000	0.904	0.000
k141_15291.concoct_part_0	0.000	0.000	0.602	0.000	0.590	0.452
k141_47996.concoct_part_0	0.000	0.343	4.023	0.000	0.000	0.000
k141_50187.concoct_part_0	0.000	0.000	0.000	0.000	1.782	0.000
k141_26190.concoct_part_0	0.000	0.985	0.000	0.000	0.989	0.495
k141_43659.concoct_part_0	1.500	0.205	0.000	0.000	0.694	0.000
k141_10932.concoct_part_0	0.000	0.000	1.486	0.000	0.000	0.000
k141_30561.concoct_part_0	0.000	1.757	0.000	0.000	0.000	0.000
k141_6574.concoct_part_0	1.518	0.000	0.000	0.495	0.221	0.422
k141_24009.concoct_part_0	0.000	1.914	0.000	0.000	0.000	0.000
k141_15292.concoct_part_0	0.442	0.000	0.000	0.000	1.210	0.000
k141_8741.concoct_part_0	1.949	0.000	0.000	0.420	0.000	0.000
k141_28379.concoct_part_0	0.000	0.000	1.545	0.000	0.000	0.000
k141_45.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.875
k141_32740.concoct_part_0	0.111	1.749	0.000	0.000	0.746	1.605
k141_39272.concoct_part_0	0.000	0.000	0.000	0.000	1.831	0.000
k141_21833.concoct_part_0	0.343	1.577	0.000	0.207	0.000	0.990
k141_13124.concoct_part_0	0.000	0.000	0.000	1.539	0.000	0.000
k141_10933.concoct_part_0	0.000	0.000	2.908	0.885	0.000	0.000
k141_26191.concoct_part_0	0.000	0.000	1.795	0.000	0.000	0.000
k141_8742.concoct_part_0	0.000	0.000	0.000	1.000	0.000	0.000
k141_15293.concoct_part_0	0.000	0.000	2.909	0.000	0.000	0.000
k141_24010.concoct_part_0	1.045	0.959	0.000	0.000	0.000	0.307
k141_43660.concoct_part_0	1.096	0.000	0.000	0.000	0.000	0.968
k141_28380.concoct_part_0	0.663	0.000	0.000	0.000	0.998	0.000
k141_45830.concoct_part_0	1.138	0.823	0.000	0.000	0.581	0.387
k141_46.concoct_part_0	0.000	0.000	2.243	0.471	0.000	0.000
k141_4386.concoct_part_0	0.435	0.146	2.456	0.000	0.897	0.000
k141_2200.concoct_part_0	3.318	0.147	0.000	0.058	0.000	0.000
k141_13125.concoct_part_0	0.000	2.081	0.000	0.000	0.000	0.000
k141_6575.concoct_part_0	0.000	1.436	0.000	0.000	0.663	0.000
k141_26192.concoct_part_0	0.000	0.000	0.000	0.000	2.267	0.000
k141_21834.concoct_part_0	0.000	1.647	0.000	0.000	0.000	0.000
k141_15294.concoct_part_0	1.718	0.000	0.000	1.523	0.000	0.296
k141_19649.concoct_part_0	0.000	2.681	0.000	0.000	0.000	0.000
k141_13126.concoct_part_0	0.000	0.000	0.000	1.666	0.000	0.000
k141_47.concoct_part_0	0.000	0.000	0.000	3.255	0.000	0.000
k141_45831.concoct_part_0	0.000	0.000	1.008	0.306	0.000	0.441
k141_17459.concoct_part_0	0.062	0.360	2.983	0.000	0.471	0.289
k141_6576.concoct_part_0	1.401	0.000	0.000	0.973	0.000	0.411
k141_24011.concoct_part_0	0.000	0.000	2.344	0.000	0.000	0.000
k141_21835.concoct_part_0	1.169	1.076	0.000	0.000	0.000	0.000
k141_43661.concoct_part_0	1.224	0.401	0.000	0.557	0.000	0.000
k141_26193.concoct_part_0	0.460	0.457	0.000	0.000	0.000	1.262
k141_13127.concoct_part_0	0.898	1.402	0.000	0.000	0.000	0.000
k141_30562.concoct_part_0	0.000	0.000	2.268	0.000	0.000	0.000
k141_15295.concoct_part_0	1.966	0.114	0.000	0.228	0.000	0.291
k141_2201.concoct_part_0	0.000	1.894	0.000	0.000	0.000	0.000
k141_21836.concoct_part_0	0.000	0.000	2.401	0.000	0.000	0.000
k141_17460.concoct_part_0	0.000	1.772	0.000	0.000	0.000	0.000
k141_32741.concoct_part_0	0.000	0.000	0.000	0.000	2.555	0.696
k141_10934.concoct_part_0	0.000	1.663	0.000	0.000	0.138	1.022
k141_24012.concoct_part_0	0.000	0.000	0.000	2.680	0.000	0.000
k141_15296.concoct_part_0	0.000	0.000	2.235	0.000	0.000	0.000
k141_21837.concoct_part_0	0.000	0.000	0.000	0.000	1.591	0.000
k141_28381.concoct_part_0	1.118	0.000	0.000	0.298	1.345	0.000
k141_47997.concoct_part_0	0.000	0.091	2.383	0.000	0.035	0.000
k141_48.concoct_part_0	0.000	0.000	0.000	0.000	2.457	0.000
k141_34915.concoct_part_0	2.609	0.089	0.000	0.997	0.000	0.000
k141_28382.concoct_part_0	0.000	0.000	0.000	2.013	0.000	0.000
k141_24013.concoct_part_0	0.000	0.000	1.517	0.000	0.000	0.000
k141_10935.concoct_part_0	0.000	0.000	2.515	0.000	0.000	0.000
k141_19650.concoct_part_0	0.000	0.000	0.000	0.000	0.282	1.931
k141_2202.concoct_part_0	2.247	0.000	0.000	0.000	0.000	0.000
k141_15297.concoct_part_0	0.000	0.688	0.000	0.000	0.344	1.039
k141_32742.concoct_part_0	0.647	0.273	0.000	0.000	1.293	0.000
k141_30563.concoct_part_0	0.000	0.000	1.936	0.000	0.116	0.000
k141_21838.concoct_part_0	0.409	0.000	0.000	0.000	0.303	1.449
k141_45832.concoct_part_0	0.000	2.351	0.000	0.000	0.000	0.000
k141_24014.concoct_part_0	0.702	0.000	0.280	3.075	0.000	0.000
k141_13128.concoct_part_0	0.000	0.000	0.000	0.000	3.346	0.000
k141_21839.concoct_part_0	0.000	0.000	0.000	0.000	2.220	0.000
k141_15298.concoct_part_0	1.793	0.000	0.000	0.000	0.000	0.000
k141_6577.concoct_part_0	0.710	2.435	0.000	0.402	0.462	0.000
k141_49.concoct_part_0	3.081	0.000	0.000	0.000	0.000	0.232
k141_30564.concoct_part_0	0.000	0.000	0.000	0.000	0.889	0.954
k141_21840.concoct_part_0	0.000	0.000	0.000	0.000	2.202	0.000
k141_15299.concoct_part_0	0.000	0.000	1.571	0.000	0.000	0.000
k141_50.concoct_part_0	0.000	0.000	1.375	0.000	0.000	0.000
k141_10936.concoct_part_0	1.195	0.205	0.000	0.878	0.000	0.000
k141_13129.concoct_part_0	0.000	0.000	3.042	0.000	0.556	0.000
k141_24015.concoct_part_0	0.000	0.000	0.667	0.891	0.000	0.000
k141_21841.concoct_part_0	0.000	0.000	1.000	0.000	0.000	0.000
k141_28383.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.166
k141_6578.concoct_part_0	0.000	2.321	0.000	0.000	0.000	0.000
k141_24016.concoct_part_0	2.872	0.000	0.000	0.000	0.000	0.000
k141_15300.concoct_part_0	0.732	0.000	0.000	0.368	0.000	0.000
k141_39273.concoct_part_0	3.790	0.000	0.000	0.000	0.000	0.000
k141_37098.concoct_part_0	0.000	0.000	0.000	4.010	0.000	0.121
k141_2203.concoct_part_0	0.000	2.138	0.000	0.000	0.942	0.290
k141_47998.concoct_part_0	0.221	2.945	0.000	0.000	0.000	0.051
k141_8743.concoct_part_0	0.000	0.000	0.000	3.211	0.000	0.145
k141_50188.concoct_part_0	3.071	0.148	0.000	0.567	0.000	0.023
k141_17461.concoct_part_0	0.163	1.411	0.000	0.699	0.000	0.558
k141_37099.concoct_part_0	2.352	0.000	0.000	0.000	0.000	0.000
k141_28384.concoct_part_0	0.000	1.808	0.000	0.000	0.000	0.000
k141_15301.concoct_part_0	0.721	0.000	0.000	0.000	0.766	0.442
k141_10937.concoct_part_0	2.430	0.000	0.000	0.000	0.000	0.000
k141_13130.concoct_part_0	0.000	0.000	1.439	1.061	0.000	0.000
k141_19651.concoct_part_0	0.630	1.787	0.000	0.000	0.072	0.758
k141_37100.concoct_part_0	0.000	0.000	1.261	0.932	0.000	0.000
k141_2204.concoct_part_0	0.000	0.000	0.000	0.000	1.746	0.000
k141_39274.concoct_part_0	0.000	1.767	5.804	2.076	0.000	0.000
k141_10938.concoct_part_0	0.279	0.000	0.000	1.160	0.000	0.000
k141_13131.concoct_part_0	0.000	1.100	0.000	0.489	0.136	0.091
k141_15302.concoct_part_0	0.000	0.000	0.000	1.916	0.000	0.000
k141_50189.concoct_part_0	0.000	0.000	0.000	0.000	2.206	0.000
k141_37101.concoct_part_0	0.000	0.000	1.000	0.000	0.000	0.000
k141_8744.concoct_part_0	0.000	2.133	0.000	0.000	0.358	0.100
k141_26194.concoct_part_0	0.000	2.818	0.000	0.000	0.853	1.130
k141_6579.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.268
k141_17462.concoct_part_0	1.631	0.000	0.000	0.000	0.000	0.000
k141_4387.concoct_part_0	0.066	0.000	3.672	0.000	0.127	0.000
k141_21842.concoct_part_0	3.778	0.329	0.180	0.325	0.000	0.000
k141_28385.concoct_part_0	0.000	0.275	0.000	0.284	1.388	0.743
k141_43662.concoct_part_0	0.000	0.000	0.000	0.000	3.323	0.000
k141_13132.concoct_part_0	2.299	0.000	0.000	0.000	0.000	0.286
k141_19652.concoct_part_0	0.000	0.000	1.024	0.000	0.910	0.000
k141_32743.concoct_part_0	0.696	1.295	0.000	0.000	1.913	1.115
k141_34916.concoct_part_0	0.000	0.000	0.000	4.056	0.000	0.000
k141_6580.concoct_part_0	0.898	0.234	0.000	0.000	0.171	0.452
k141_15303.concoct_part_0	0.000	0.000	1.246	0.297	0.297	0.000
k141_37102.concoct_part_0	0.000	0.000	0.110	0.000	0.312	1.248
k141_50190.concoct_part_0	0.000	0.000	0.847	0.285	0.000	0.571
k141_28386.concoct_part_0	0.000	0.000	1.455	0.000	0.000	0.000
k141_10939.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.638
k141_43663.concoct_part_0	0.000	0.000	1.393	0.000	0.000	0.000
k141_6581.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.843
k141_17463.concoct_part_0	0.000	1.011	0.000	0.313	0.000	0.000
k141_24017.concoct_part_0	2.835	0.000	0.000	0.225	0.000	0.000
k141_8745.concoct_part_0	0.520	0.000	0.000	1.131	0.000	0.220
k141_26195.concoct_part_0	0.979	2.739	0.000	1.372	0.000	0.000
k141_50191.concoct_part_0	0.401	0.000	1.185	0.000	0.182	0.000
k141_19653.concoct_part_0	1.094	0.619	0.000	0.000	0.654	0.000
k141_39275.concoct_part_0	0.000	0.000	1.164	1.625	0.000	0.000
k141_15304.concoct_part_0	0.000	0.000	2.707	0.000	0.000	0.000
k141_28387.concoct_part_0	0.000	0.000	1.477	0.000	0.000	0.000
k141_10940.concoct_part_0	0.415	0.000	0.000	0.000	1.459	0.000
k141_43664.concoct_part_0	0.933	0.178	0.000	1.058	0.000	0.150
k141_13133.concoct_part_0	0.000	5.189	0.000	0.000	0.000	1.295
k141_24018.concoct_part_0	0.000	0.000	1.840	0.000	0.000	0.000
k141_4388.concoct_part_0	0.000	0.000	1.889	0.000	0.000	0.000
k141_6582.concoct_part_0	2.468	0.237	0.000	0.445	0.000	0.676
k141_15305.concoct_part_0	0.000	0.000	1.937	0.506	0.000	0.000
